Course Code,Title,GERs,Description,Units,Grading,Component,Days,Time,Location,Instructors,Final Exam
IMMUNOL311,Seminar in Immunology,,"Enrollment limited to Ph.D., M.D./Ph.D., and medical students whose scholarly concentrations are in Immunology. Current research topics.",1,Medical Option (Med-Ltr-CR/NC),SEM,Tuesday,4:30:00 PM - 5:50:00 PM,School of Medicine Room,Lina Hansen; Anthony Francois,No
IMMUNOL399,Graduate Research,,"For Ph.D., M.D./Ph.D. students, and medical students whose scholarly concentrations are in Immunology.",1-18,Medical Option (Med-Ltr-CR/NC),INS,, - ,,Nima Aghaeepour,No
IMMUNOL801,TGR Project,,,0,TGR,T/D,, - ,,Theo Palmer,No
IMMUNOL802,TGR Dissertation,,,0,TGR,T/D,, - ,,Carolyn Bertozzi,No
LEAD95,Ensemble Leadership,,"This experiential course allows students to grow as leaders through immersion in leadership positions in the Stanford Band. Study and implement frameworks and tools that enhance leadership and team performance. Topics covered include traditional leadership and governance concepts, as well as approaches specifically effective in music ensembles.",1,Satisfactory/No Credit,WKS,, - ,,Russ Gavin,No
LEAD108,"Leadership from Within: Meditation, Creativity, and Connection (WELLNESS 108)",,"This interdisciplinary course equips students with essential life skills for excelling in school, work, and the broader demands of the 21st century. Research over the last few decades has shown that one's ability to thrive is highly correlated with growing and developing as a person: emotionally, socially, cognitively, and psychophysically. This practice-based course fosters inner growth through a specific form of evidence-based meditation called Transcendental Meditation, shown to enhance awareness, creativity, resilience, and balance. The course also focuses on developing key communication, relationship-building, and collaboration skills. It delves into holistic human development, neuroscience of performance, and integrative leadership. Its design is based on a training program utilized by thousands of leaders of larger established organizations, venture backed startups, NGO's, and government agencies. It includes insights from recent research on what differentiates successful versus unsuccessful founders. This integrative approach to leadership development can reduce stress and lead to emotional balance, mental clarity, empowering students to be more effective in all areas of their lives.",2,Satisfactory/No Credit,SEM,Wednesday,3:30:00 PM - 5:20:00 PM,McMurtry Art Building 350,Laurent Valosek; Noah Schechtman,No
LEAD122,Leading with Integrity: ASSU Leadership Foundations,,"Strengthen your leadership capacities through deepened self-awareness drawing on values-driven leadership and ethical decision-making practices in this experiential leadership development course. This course, for ASSU student leaders, emphasizes your role in supporting student life and engagement and provides frameworks, like the Social Change Model and Cultural Competence for Equity and Inclusion, to support you respectfully engaging with different constituencies, creating equitable programming opportunities, and forging partnerships with students and staff. You will focus on leadership as a set of behaviors engaged in with groups to transform advocacy priorities into robust recommendations influencing University policy, practice, and procedures.",1,Satisfactory/No Credit,SEM,, - ,,,No
LEAD126A,"Ethics and Leadership in Public Service (CSRE 126C, EDUC 126A, ETHICSOC 79, URBANST 126A)",WAY-ER,"This course explores ethical questions that arise in public service work, as well as leadership theory and skills relevant to public service work. Through readings, discussions, in-class activities, assignments, and guest lectures, students will develop a foundation and vision for a future of ethical and effective service leadership. This course serves as a gateway for interested students to participate in the Haas Center's Public Service Leadership Program.",3-4,Letter or Credit/No Credit,SEM,"Monday, Wednesday",3:00:00 PM - 4:20:00 PM,,Kristina Lobo,No
LEAD152,Dialogue Lab: Exploring and Cultivating our Capacity to Engage Across Difference,WAY-EDP,"Amid ongoing national and global social issues and sometimes fragmented relations between social groups, the capacity for people to engage across differences of identity and perspective seems ever-important to building thriving, diverse, and inclusive communities. While worthwhile in theory, true dialogue is a practice laden with challenges and opportunities. It warrants deep meaning-making and requires skill and practice. In this course, we first explore ourselves as social beings: how do each of our identities, lived experiences, and broader social dynamics influence how we engage with others? We will make meaning of dialogue as a distinct mode of communication, and explore how it plays out in the university context and other diverse social settings. We will explore the costs and benefits of dialogue, dynamics such as cancel culture, inclusive approaches to dialogue, and the potential for dialogue to help address intergroup conflict and social group inequality. Culminating in a set of interactive class sessions led by student members of the teaching team, we will apply the lessons learned throughout the quarter, hone our capacity for reflection and dialogue, and emerge as leaders better equipped to foster more empathetic environments in which people can engage and belong across difference.",3,Letter or Credit/No Credit,SEM,"Tuesday, Thursday",3:00:00 PM - 4:20:00 PM,160-124,Ester Sihite,No
LEAD198,Directed Reading and Individual Studies - Leadership,,"Translate theoretical knowledge and acquired skills into actionable projects or initiatives that make positive impact within and/or beyond the Stanford community. Students work in collaborative groups or individually under the mentorship of the course instructor(s) to design, deliver, and evaluate an initiative or project.",1-2,Satisfactory/No Credit,SEM,, - ,,Diane Friedlaender,No
LEAD199,Selected Topics: Leadership Studies,,"Exploration of a topic (to be determined) not covered by the standard curriculum but of interest to faculty and students in a particular quarter. May be repeated with change of content. For more information regarding specific course titles, please refer to the notes of each course section.",1-2,Satisfactory/No Credit,SEM,, - ,,Diane Friedlaender,No
LIFE105,Meeting the Moment: Inner Resources for Hard Times (WELLNESS 105),WAY-CE,"In the face of social, economic, environmental, and public health upheavals, many of us are experiencing an unprecedented degree of uncertainty, isolation, and stress affecting academic and day-to-day life. Challenging times ask us, in a voice louder than usual, to identify sources of strength and develop practices that sustain and even liberate. In this experiential, project-oriented class: Explore practices to find true ground and enact positive change for self and community; Cultivate natural capacities of presence, courage, and compassion; Develop resources to share with one another and the entire Stanford community.",2,Letter or Credit/No Credit,SEM,Tuesday,1:30:00 PM - 3:20:00 PM,,Diane Friedlaender; Marissa Floro; Colleen Preuninger; Kenneth Lee,No
LIFE121,Creative and Contemplative Movement: Intro to Qigong (DANCE 121),WAY-CE,"In the class, students will be introduced to qigong as moving meditation. Qigong, loosely translated as energy cultivation, is a branch of Traditional Chinese Medicine based on the principles of Buddhism and Taoism. It can integrate the mind and body and cultivate awareness of the present moment. In this class, we will conceptualize qigong through the lenses of both creativity and contemplation and practice it as a slow dance-meditation.  Students will learn exercises based on the Yoqi Six Phases of Qi Flow, developed by Marisa Cranfill, as well as engage in creative, improvisational movement. Readings to support the practice include writings by contemporary scholars and practitioners, and articles about the most recent evidence-based research. Assignments include short written reflections as well as solo and collaborative creative projects.",1-2,Letter or Credit/No Credit,PRA,Wednesday,1:30:00 PM - 3:20:00 PM,,Gigi Otalvaro,No
LIFE170,"Laughter & Play for Wellbeing (TAPS 170W, WELLNESS 170)",WAY-CE,"Learn about and practice laughter yoga, combined with theater exercises. Laughter yoga (distinct from traditional movement-based yoga) is a modality that integrates laughter exercises with yogic breathing. Explore the growing field of research on laughter yoga and its positive effects on wellbeing and other health outcomes. Examine the various dimensions of laughter yoga as a form of cardiovascular and aerobic exercise, mindfulness, and play. Use theater exercises to leverage the power of performative, healing laughter and to cultivate embodied awareness, creativity, resilience, and joy. Readings and exercises will draw from the work of pioneers in the fields of laughter wellness and socially engaged theater, such as Madan Kataria and Augusto Boal.",1-2,Letter or Credit/No Credit,SEM,Friday,11:30:00 AM - 1:20:00 PM,,Gigi Otalvaro,No
LIFE172,"Introduction to Playful Mindfulness (TAPS 172L, WELLNESS 172)",,"While mindfulness training sometimes takes on a somber or even pious tone, this course chooses a different track, learning to &quot;play attention&quot; through traditional methods, humor, games, and exercises drawn from improvisational theater. Integrating insights and exercises from Mindfulness-Based Stress Reduction (MBSR) and Mindfulness-Based Cognitive Therapy (MBCT) with those from improvisational theater, this course will help students forge new neural pathways and develop a more connected personal presence, one that leaves them more resourceful, resilient, and creative. As a collaborative art form, improv sharpens the senses, improves listening skills, and teaches effective communication and collaboration. Taken together, the two traditions of mindfulness and improv develop precisely the qualities and abilities most needed for skillfully responding to the challenges of uncertainty and ambiguity.",1,Satisfactory/No Credit,SEM,Thursday,3:00:00 PM - 5:00:00 PM,McMurtry Art Building 360,Ted DesMaisons,No
LIFE183G,Sing & Be Well: Exploring and Integrating Wellness Through Singing (MUSIC 183G),WAY-CE,"Finding an expressive outlet is essential in a world where stress and anxiety are common. Singing has been proven to be one such outlet. This immersive course explores the health benefits of singing. In addition to research and expert guest lectures, the course emphasizes vocal technique, mindfulness, and group singing through vocal improvisation. Singers of all levels will discover the connection between singing, joy, and holistic health.",1,Letter or Credit/No Credit,WKS,Friday,11:30:00 AM - 12:50:00 PM,DINKG10,Nova Jimenez,Yes
LIFE198,Directed Reading and Individual Studies - LifeWorks,,"Translate theoretical knowledge and acquired skills into actionable projects or initiatives that make positive impact within and/or beyond the Stanford community. Students work in collaborative groups or individually under the mentorship of the course instructor(s) to design, deliver, and evaluate an initiative or project.",1-2,Satisfactory/No Credit,INS,, - ,,Gigi Otalvaro,No
LIFE199,Selected Topics: LifeWorks,,"Exploration of a topic (to be determined) not covered by the standard curriculum but of interest to faculty/instructor(s) and students in a particular quarter. May be repeated with change of content. For more information regarding specific course titles and topics, please refer to the notes of each course section.",1-2,Satisfactory/No Credit,SEM,, - ,,Gigi Otalvaro,No
MED18SI,Artificial Intelligence in Medicine and Healthcare Ventures,,"The face of healthcare is changing - innovative technologies, based on recent advances in artificial intelligence, are radically altering how care is delivered. Startups are offering entirely new ways to diagnose, manage, treat, and operate. Few ever reach the patient - those that do have much more than an idea and an algorithm; they have an intimate understanding of the healthcare landscape and the technical knowhow to successfully integrate AI solutions into the medical system. In this course, we tackle the central question: How can young students find feasible and impactful medical problems, and build, scale, and translate technology solutions into the clinic. Together, we will discover the transformative technologies of tomorrow that we can build today. Please see the syllabus for more information. We encourage students of all backgrounds to enroll- the only prerequisite is a strong passion for technology in healthcare. Syllabus: rebrand.ly/aihealth",1-2,RO Satisfactory/Unsatisfactory,ACT,, - ,,,No
MED54Q,Decolonizing Global Health,,"In this seminar, we will look at the origins of global health and how changes in discourse over the last century have shaped the current landscape. We will explore possible future directions for global health exchanges grounded in more equity-based paradigms.This course will introduce students to the various definitions of global health from colonial times, through international health, tropical medicine and now global health. We will consider what moral imperative leads to global health work, and how conventional thought about the relationships between providers, patients and systems in the global North and South is shifting.Global health has transitioned through various stages. In the 1800s, missionary doctors provided medical care while also spreading religion and colonial interests. During the twentieth century, great strides were made in sanitation and infectious disease treatment as part of systems and government based &iquest;international health&iquest; and &iquest;tropical medicine.&iquest; Paradoxically, in the last two decades, as the world becomes more intertwined, &iquest;global health&iquest; has generally involved shorter term encounters, usually with specialists at the vanguard.With the epidemiological transition and increasing communicable disease prevalence in developing countries, systems strengthening and capacity building are the main priorities. It is argued that the current global health infrastructure does not focus on building long term partnerships, or assign equitable worth to participants from the global North and South. The COVID19 pandemic further highlighted the challenges to achieving desired health outcomes for all in the existing system. We will investigate how effective our current efforts are, and think critically about the meaning of &iquest;decolonizing global health&iquest; as regards the flow of resources and individual, population and systems outcomes.We will explore long-term partnerships that have yielded considerable success. The seminar will be grounded in a primary care perspective, with additional insights from guest speakers from various fields including biomedical science, anthropology, policy, governance and philanthropy whose global health backgrounds and experiences on the front lines will stimulate further dialogue and reflection.",3,Letter or Credit/No Credit,ISS,"Tuesday, Thursday",9:00:00 AM - 10:20:00 AM,"Li Ka Shing Center, room 306",Takudzwa Shumba,No
MED121,Translational Research and Applied Medicine (MED 221),,"(Same as MED 121; undergraduate students enroll in MED 121) Open to graduate students and medical students, this course enables students to learn basic principles in the design, performance and analysis of translational medical research studies.  The course includes both didactic seminars from experts in translational medicine as well as the opportunity to design and present a translational research project. Students enrolling for 3 units are paired with a TRAM translational research project and work as a team with TRAM trainees and faculty on a weekly basis, as arranged by the instructor, and present a final project update at the end of the quarter. MTRAM students must enroll for a letter grade.",2,Medical Option (Med-Ltr-CR/NC),SEM,Wednesday,3:00:00 PM - 5:00:00 PM,Remote,Joanna Liliental; Dean Felsher,No
MED155,You Can Make a Difference in Primary Care (MED 222),,"This course is designed to give pre-clerkship students an overview of the amazing and rewarding field of Primary Care Medicine. You will meet multiple primary care clinicians, each with a different area of interest and practice. You will learn about their work and what they love about it, and gain exposure to the diverse range of careers in Primary Care and its specialties. There will be opportunities to ask questions and make connections with the Primary Care faculty at Stanford and beyond. This is a 1 unit course for just the lecture series.  Students interested in the clinical shadowing experience should enroll in MED222 for 2 units. that includes the lecture series + an optional clinic shadowing opportunity for an overview of clinical medicine. If you have any questions, please email the course TA.",1-2,Medical Option (Med-Ltr-CR/NC),SEM,Tuesday,12:00:00 PM - 1:20:00 PM,"Alway Building, Room M114",Tamara Montacute; Jesse Rokicki-Parashar,Yes
MED159,Oaxacan Health on Both Sides of the Border,,"Required for students participating in the Community Health in Oaxaca summer program. Introduction to the health literacy and health-seeking behaviors of Oaxacan and other Mexican migrants; the health challenges these groups face. Through discussion and reflection, students prepare for clinical work and community engagement in Oaxaca, while also gaining knowledge and insight to make connections between their experiences in Mexico and their health-related work with Mexican immigrants in the Bay Area. Service Learning Course (certified by Haas Center). Prerequisite: application and acceptance into the Community Health in Oaxaca Summer Program (http://och.stanford.edu/oaxaca.html).",2,Letter (ABCD/NP),SEM,Wednesday,3:30:00 PM - 5:20:00 PM,"Li Ka Shing Center, rms304/305",Catherine Heaney,No
MED160,Physician Shadowing: Stanford Immersion in Medicine Series (SIMS),,"Undergraduates are paired with a physician mentor at Stanford Hospital and Clinics, Lucile Packard Children's Hospital, or the Veteran's Administration Hospital.  May be repeated for credit. Prerequisite: Application and acceptance to the SIMS program.",1,Satisfactory/No Credit,INS,, - ,,Eleanor Levin,No
MED175B,Biodesign Fundamentals (MED 275B),WAY-SMA,"MED 175B/275B is an introduction to the Biodesign process for health technology innovation. This team-based course emphasizes interdisciplinary collaboration and hands-on learning at the intersection of medicine and technology. Students will work on projects in the space of medical devices, digital health, and healthcare technologies with the assistance of clinical and industry mentors. Applicants from all majors and stages in their education welcome. Students will work in teams to develop solutions to current unmet medical needs, starting with a deep dive into understanding and characterizing important unmet medical needs through disease research, competitive analysis, market research, and stakeholder analysis. Other topics that will be discussed include FDA regulation of medical technology, intellectual property, value proposition, and business model development. Consent required for enrollment, to apply visit: https://forms.gle/YkrhXpBDwjRoK7aQ8?",4,Medical Option (Med-Ltr-CR/NC),LEC,"Tuesday, Thursday",3:00:00 PM - 4:20:00 PM,Beckman Center B060,James Wall; Hassan Jahanandish; Richard Fan,No
MED182,Early Clinical Experience at the Cardinal Free Clinics (MED 282),,"The Cardinal Free Clinics (CFCs), consisting of Arbor and Pacific Free Clinic, provide culturally appropriate, high quality transitional medical care for underserved patient populations in the Bay Area. Students volunteer in various clinic roles to offer services including health education, interpretation, referrals, and labs. In clinic students are guided in the practice of medical interviews, history-taking and physical examinations as appropriate, and work with attending physicians to arrive at a diagnosis and management plan. In addition, the CFC program follows continuous quality improvement.  Visit http://cfc.stanford.edu for more information. For questions related to the course or volunteering, please email arborclinic@stanford.edu and/or pacific@ med.stanford.edu. Application only; must be an accepted CFC volunteer. (Cardinal Course certified by the Haas Center for Public Service.)",1-2,Medical Satisfactory/No Credit,PRA,, - ,,Baldeep Singh; Gabriela Perez-Frias; Belinda Hernandez,No
MED194,Critical Issues in Global Health (MED 294),WAY-EDP,"In this course, participants will discuss and engage critically with current topics and pressing issues in global health through the lens of health equity and social justice. Topics include decolonizing global health, climate change, the health of indigenous populations, and other vulnerable populations, homelessness, and gender-based violence and mental health challenges. Students will hear from and engage with experts in the field and debate critical issues in global health through course discussions. Three-unit students will investigate a global health equity challenge and present recommendations for effective interventions. Speakers represent a range of voices and perspectives. They include: Dr. Madhu Pai, a global health leader, health equity advocate, and tuberculosis expert; Dr. Jim O'Connell, a Boston physician who has dedicated his career to caring for people living on the streets; Dr. Agnes Binagwaho, retired Vice Chancellor of the University of Global Health Equity in Rwanda to name a few. Participants will gain new insights into the health equity considerations critical to addressing contemporary challenges, explore diverse perspectives on key issues, and critically consider current and potential interventions through the lens of a global health practitioner. Requirements for the course include attendance and participation in class discussions, a short capstone presentation, and a final paper. The teaching team will be holding a discussion section on Wednesdays, 11:30am &iquest; 12:30pm (right after class). Students are strongly encouraged to attend the discussion session and will receive extra credit points.This course will be taught by Dean Michele Barry Director of the Center for Innovation in Global Health, and Dr. Geoffrey Tabin, Professor of Ophthalmology and Global Medicine and co-founder of the internationally renowned Himalayan Cataract Project. Course enrollment is open to medical students, graduate students, and undergraduate students (2-3 Units). This course must be taken for a minimum of 3 units and a letter grade to be eligible for Ways credit.",2-3,Medical Option (Med-Ltr-CR/NC),LEC,Wednesday,9:30:00 AM - 11:20:00 AM,"Li Ka Shing Center, room 120",Michele Barry; Yosefa Gilon; Geoffrey Tabin,No
MED199,Undergraduate Research,,Students undertake investigations sponsored by individual faculty members. Prerequisite: consent of instructor.,1-18,Letter or Credit/No Credit,INS,, - ,,Ranjana Advani,No
MED212C,Translational Genomics Methods,,"Master the fundamentals of translational genomics, particularly single cell genomics, covering library preparation, sequencing methods, available single cell sequencing assays, and data analysis. Focus on the application of single cell immunogenomics in the context of immunotherapy development. Understand the core principles of genomics-based methods and learn to adapt analysis approaches based on the nature and type of data. Acquire practical skills essential for conducting the capstone project and staying adaptable and informed as genomics technologies evolve. MTRAM requirement.",3,Medical Option (Med-Ltr-CR/NC),LEC,Thursday,2:00:00 PM - 5:00:00 PM,Departmental Room,Hanlee Ji; Joanna Liliental; Dhananjay Wagh; Anuja Sathe; John Coller,No
MED216,Generative AI and Medicine (BIODS 216),,"This seminar course will explore the applications of Generative AI Technologies (ChatGPT, DALL-E, and many others) to medicine and healthcare. Course meetings will include a mix of outstanding speakers from health, business and technology as well discussions of burgeoning commercial and research projects in the space. We will ask students to brainstorm and informally pitch their own ideas for Generative AI projects to their peers and select faculty from academia and venture capital. All students are welcome. There are no prerequisites, but this course will be of interest to students who have taken MED 213, &quot;The Digital Future of Healthcare&quot;.",1,Medical Option (Med-Ltr-CR/NC),SEM,Thursday,12:00:00 PM - 1:20:00 PM,"Alway Building, Room M114",Bryant Lin; Justin Norden,No
MED219,Navigating the Housing Crisis & Catalyzing Community-Driven Solutions,,"Students completing this course will walk away with a profound understanding of how to foster sustainable community partnerships. Through a combination of classroom instruction and service learning, students will develop an understanding of the complex causes and consequences of housing inequity, community-based case management, and community-driven solutions to the housing crisis. The course will emphasize the importance of centering the lived experiences of people who are unhoused and strategies for connecting them with essential resources that improve their health/well-being. Ultimately, the insight and experience students gain from the course will empower them to be a catalyst for housing equity in any corner of the world.  This is a Cardinal Course certified by the Haas Center for Public Service.",1-2,Medical Satisfactory/No Credit,WKS,Wednesday,9:30:00 AM - 11:20:00 AM,"Alway Building, Room M015A",David Chang; Christina Andronescu; Talha Rao; Michael Mayer,Yes
MED221,Translational Research and Applied Medicine (MED 121),,"(Same as MED 121; undergraduate students enroll in MED 121) Open to graduate students and medical students, this course enables students to learn basic principles in the design, performance and analysis of translational medical research studies.  The course includes both didactic seminars from experts in translational medicine as well as the opportunity to design and present a translational research project. Students enrolling for 3 units are paired with a TRAM translational research project and work as a team with TRAM trainees and faculty on a weekly basis, as arranged by the instructor, and present a final project update at the end of the quarter. MTRAM students must enroll for a letter grade.",2,Medical Option (Med-Ltr-CR/NC),SEM,Wednesday,3:00:00 PM - 5:00:00 PM,Remote,Joanna Liliental; Dean Felsher,No
MED222,You Can Make a Difference in Primary Care (MED 155),,"This course is designed to give pre-clerkship students an overview of the amazing and rewarding field of Primary Care Medicine. You will meet multiple primary care clinicians, each with a different area of interest and practice. You will learn about their work and what they love about it, and gain exposure to the diverse range of careers in Primary Care and its specialties. There will be opportunities to ask questions and make connections with the Primary Care faculty at Stanford and beyond. This is a 1 unit course for just the lecture series.  Students interested in the clinical shadowing experience should enroll in MED222 for 2 units. that includes the lecture series + an optional clinic shadowing opportunity for an overview of clinical medicine. If you have any questions, please email the course TA.",1-2,Medical Option (Med-Ltr-CR/NC),SEM,Tuesday,12:00:00 PM - 1:20:00 PM,"Alway Building, Room M114",Tamara Montacute; Jesse Rokicki-Parashar,Yes
MED223C,Commercialization and Future Healthcare Trends,,"Spring quarter delves into critical aspects of drug commercialization and the evolving landscape of healthcare delivery. Each session explores key issues such as the dynamics of the biopharma industry, complexities in prescription drug pricing, and ethical considerations in healthcare. Expert instructors provide insights into assessing therapeutic viability, navigating regulatory policies, and promoting patient-centered care. MTRAM program requirement.",3,Medical Option (Med-Ltr-CR/NC),SEM,Friday,12:00:00 PM - 2:00:00 PM,School of Medicine Room,Joanna Liliental; Dean Felsher,No
MED225,Introduction to Drug Development: A Guide to Therapeutic Innovation,,"This course is designed for medical students, trainees, basic scientists, clinicians and clinician-scientists at Stanford to provide an educational and practical perspective on the essential issues in drug development. Using a blend of seminars and dynamic workshops, the curriculum is focused on educating the audience on all stages of drug development and related research and business processes - from discovery and translational science and how to launch new projects to analyzing data, communication and interpretation of results of clinical trials, regulatory issues and commercial considerations in product development. The emphasis will be on cardiovascular applications. Proposed seminar topics are attached and include How Drugs Are Discovered and Developed, Case Studies of the various challenges in Drug Development, Cardiac Safety, Moving a Compound through the Drug Development Process, and the FDA Advisory Committee Process.  http://med.stanford.edu/cvi/education/cvi-courses/med225.html",1,Medical Satisfactory/No Credit,SEM,Monday,12:00:00 PM - 1:20:00 PM,,Alexander Gold; Jayakumar Rajadas; Hyung Chun; Jonathan Fox; Adrienne Mueller; Philip Sager; Peter DiBattiste,No
MED231,Physicians and firearms,,"Firearms ownership is a cultural phenomenon unique to the United States. In the US, there are 120 guns per 100 residents with over 40% of individuals, 34% of children, living in households with guns. Unfortunately, in the US, firearms are one of the leading causes of death in young adults and children; two thirds of these deaths are suicides and one third homicides. In this course, we will explore how physicians can play an important role in preventing these injuries and deaths. Topics covered will include: The history and culture of firearms ownership in the US, The epidemiology of firearms injuries, Types of firearms, and their uses, The injuries firearms produce and their economic costs, The psychological impact of firearms injury, Public health approaches to preventing firearms injuries, Laws governing physicians and firearms, Talking to patients to prevent gun injuries: safe storage, firearms removal and hospital interventions, As an elective part of the course, we will deliver a gun shop to learn about types of guns, gun locks and storage devices",1,Medical Satisfactory/No Credit,SEM,Tuesday,4:30:00 PM - 5:20:00 PM,EDWRDSR166,Julie Parsonnet,No
MED233,Global Health: Beyond Diseases and International Organizations,,"Provides multidisciplinary trainees insight into over-arching themes of global health. Topics include systemic issues affecting healthcare progress globally, ethical and thoughtful approaches to solving these issues, as well as economics, water sanitation, public health, organizations in global health, human rights, involvement in NGOs, ethics of overseas work, and other non-medical aspects of this subject. This course will cover some of the essentials of patient care while working in the field as well including child health care, malaria, TB, and HIV. The course is only open to graduate students and MD/MSPA/PhD students and faculty (of any discipline). Students must submit an application and be selected to receive an enrollment code. The application form can be found at the following link: https://forms.gle/kzUDV1E5XKpJZWEAA",4,Medical Option (Med-Ltr-CR/NC),LEC,"Monday, Tuesday, Wednesday, Thursday, Friday",9:00:00 AM - 5:00:00 PM,"Li Ka Shing Center, rms205/206",Cybele Renault; Yosefa Gilon; Ashley Styczynski,No
MED238,Leading and Managing Health Care Organizations: Innovation and Collaboration in High Stakes Settings,,"Leading and managing in complex, high stakes settings, like health care, where lives and livelihoods are on the line, presents distinctive challenges and constraints. This course challenges you to apply seminal and contemporary theories in organizational behavior to evaluate managerial decisions and develop evidence-based strategies for leading and managing health care teams and organizations. Topics include leading systems that promote learning; implementing change; and interdisciplinary problem-solving, decision-making, and collaboration. Group work and exercises will simulate high pressure and risk-taking under uncertainty. While the focus of this course will be on health care situations, lessons are relevant to other settings including consulting, banking, and high tech, and prior experience in the health sector is not required.",3,Medical Option (Med-Ltr-CR/NC),SEM,"Monday, Thursday",2:50:00 PM - 4:10:00 PM,,Sara Singer,No
MED241,Clinical Skills for Patient Care in Free Clinics,,"Enrollment in this course is by application only for advanced volunteers at the Cardinal Free Clinics. Focus is on preparing students to gain early clinical experience by teaching basic skills such as taking patient histories, working with interpreters, providing motivational interviewing, and presenting cases to medical students or physicians. Students learn through classroom lectures and practice sessions. Upon successful completion of a competency assessment, students are able to serve in a clinic role in the Cardinal Free Clinics. Prerequisite: Advanced standing as a volunteer at the Cardinal Free Clinics. Note: In-person attendance is required to participate in MED 241. Exceptions will only be made for students from the Office of Undergraduate Accommodations. (Cardinal Course certified by the Haas Center for Public Service)",1,Medical Satisfactory/No Credit,WKS,Tuesday,6:30:00 PM - 8:20:00 PM,"Alway Building, Room M112",Baldeep Singh; Rebecca Boyle; Emily Christensen; Gabriela Perez-Frias; Belinda Hernandez,No
MED244,Introduction to Integrative Medicine,,"Integrative medicine has evolved beyond solely being alternative or complementary medicine and is now considered to be an important component of whole person care. This introductory course is designed to increase students&iquest; awareness of and knowledge about the role and potential of various integrative modalities in health. The course also expands medical discourse beyond the more conventional model of &iquest;response to illness&iquest; to one of &iquest;maintaining and restoring wellness.&iquest; Invited experts will talk on the various modalities of different Integrative treatment modalities, introduce their broad philosophies, indications, limitations, and safety considerations, and critically analyze the relevant evidence base about their efficacy.",1,Medical School MD Grades,SEM,, - ,,,No
MED245,Of Decisions and Dilemmas: The Art of Leadership,,"Students will view videos of well-known leaders being interviewed or watch a live interview of the chief communications officer of Stanford School of Medicine each week.. With these interviews we will be highlighting the ethical challenges that these leaders faced and how they rose to these challenges, or fell short. These famous leaders will come from a variety of fields including academia, government, law, public service, public health, the military or journalism. We will then hold small group discussions after the interviews to debate the decisions made by these leaders. Through discourse and deep reflection we aim to prepare students for their own leadership challenges of the future. Students can apply for an additional unit with self-directed reading and a written paper describing important principles of leadership (1-2 units).",1-2,Medical Satisfactory/No Credit,SEM,Monday,5:30:00 PM - 6:50:00 PM,"Alway Building, Room M112",Paul Costello; Dean Winslow,No
MED247,"Methods in Community Assessment, Evaluation, and Research (CHPR 247)",,"Development of pragmatic skills for design, implementation, and analysis of structured interviews, focus groups, survey questionnaires, and field observations. Topics include: principles of community-based participatory research, including importance of dissemination; strengths and limitations of different study designs; validity and reliability; construction of interview and focus group questions; techniques for moderating focus groups; content analysis of qualitative data; survey questionnaire design; and interpretation of commonly-used statistical analyses.",3,Medical Option (Med-Ltr-CR/NC),SEM,Wednesday,1:30:00 PM - 4:20:00 PM,CCSR 4205,Michaela Kiernan; Adrienne Lazaro,No
MED248,Student Rounds,,"Teams of preclinical students meet weekly with a clinical student to hear the history and physical of a recent case the clinical student encountered on the wards. Following the presentation, the preclinical students work together under the guidance of the clinical student to develop a problem list and plan, which are then compared with the problem list, plan, and orders made by the actual admitting team. In the course of presenting the cases, the clinical student describes personal experiences and practical components of ward work and daily clinical routine.",1,Medical School MD Grades,SEM,Tuesday,5:30:00 PM - 7:20:00 PM,"Alway Building, Room M112",Kathleen Kenny; Benjamin Jacobson; Haley Morin,No
MED249,"Topics in Health Economics I (ECON 249, HRP 249)",,"Course will cover various topics in health economics, from theoretical and empirical perspectives. Topics will include public financing and public policy in health care and health insurance; demand and supply of health insurance and healthcare; physicians' incentives; patient decision-making; competition policy in healthcare markets, intellectual property in the context of pharmaceutical drugs and medical technology; other aspects of interaction between public and private sectors in healthcare and health insurance markets. Key emphasis on recent work and empirical methods and modelling. Prerequisites: Micro and Econometrics first year sequences (or equivalent). Curricular prerequisites (if applicable): First year graduate Microeconomics and Econometrics sequences (or equivalent)",3-5,Letter or Credit/No Credit,LEC,"Tuesday, Thursday",10:30:00 AM - 11:50:00 AM,,Neale Mahoney; David Chan,No
MED252,"Outcomes Analysis (BIOMEDIN 251, HRP 252)",,"This course introduces and develops methods for conducting empirical research that address clinical and policy questions that are not suitable for randomized trials.  Conceptual and applied models of causal inference guide the design of empirical research. Econometric and statistical models are used to conduct health outcomes research which use large existing medical, survey, and other databases Problem sets emphasize hands-on data analysis and application of methods, including re-analyses of well-known studies. This is a project-based course designed for students pursuing research training. Prerequisites: one or more courses in probability, and statistics or biostatistics.",4,Medical Option (Med-Ltr-CR/NC),LEC,"Wednesday, Thursday",3:30:00 PM - 4:50:00 PM,Encina Commons 119,Eran Bendavid,Yes
